"_id","ID","Títol","Data d'inici","Data de finalització","Descripció","Imatge","Organitzadors","Enllaç web","Telèfon","Correu de contacte","Nom del lloc","Adreça","Codi postal","Nom del municipi","Localització","Web","Col·laboradors","Municipi","Temes","Etiquetes","Categoria","Relació amb el punt","Preu","Peu Imatge","Durada","Observacions d'horari","Dies","Tipus","Públic","Observacions","Comarca","Documentació","Assistents","Aforament","Inscripció","Cos","Cercador/Codi","Url Inscripcions","Identificador secundari","_lastChange"
"688f26b5c763922b3f7ae0e7","agendaturisme435947315","La cuina en joc","2025-09-11 00:00:00","2025-09-20 23:59:59","Un taller per a famílies on cada equip haurà de superar proves, crear 2 receptes i lluitar per la “Benet Star”. Esteu preparats per portar el vostre restaurant a la fama?","","Món Sant Benet","https://www.barcelonaesmoltmes.cat/-/la-cuina-en-joc-5","938759401","","Món Sant Benet","Camí de Sant Benet, s/n,Sant Fruitós de Bages","08272","Sant Fruitós de Bages","41.7428681,1.8991577","https://monsantbenet.com/ca/","","08213","Sant Fruitós de Bages","Sant Fruitós de Bages","","sant_fruitos_de_bages","sant_fruitos_de_bages","41.7507327,1.8734178","7","Bages","8","Barcelona","Ctra. de Vic, 35-37, 08272 Sant Fruitós de Bages","Ctra. de Vic, 35-37","08272","41.7507327,1.8734178","938789700","938760486","ajuntament@santfruitos.cat","https://www.santfruitos.cat","P0821200C","https://media.diba.cat/diba/municipis/img/escuts/ec08213.png","https://media.diba.cat/diba/municipis/img/banderes/bn08213.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08213.jpg","082135","Sant_Fruitós_de_Bages","9248","22.2","246","12;0","Bages;En família;Sant Fruitós de Bages;Gastronomia;Paisatges Barcelona","bages;en_familia;sant_fruitos_de_bages;gastronomia;paisatges_barcelona","","Activitat pagament","","","","","","","Participa al concurs on els millors restaurants del món lluiten per aconseguir la preuada “Benet star”\<br/\>Vine en família al taller “La cuina en joc” a on cada equip defensarà el seu propi restaurant, portant el seu nom a la fama. Però, no serà fàcil. Caldrà demostrar, amb coneixements i enginy, que sou capaços de superar totes les proves i que aconseguiu realitzar amb èxit 2 receptes! El camí no serà senzill, faran falta alguns ingredients i estris per arribar a l’objectiu! Aconseguireu resoldre tots els entrebancs i fer-vos amb la preuada “Benet Star”?","7","","","","","","","","","2025-09-20 19:22:02"
"688f26b5c763922b3f7ae0e8","agendaturisme435943527","Wine Bar de Nadal al Celler Fargas Fargas","2025-12-13 00:00:00","2025-12-13 23:59:59","Escudella tradicional, vins de la DO Pla de Bages i música en directe en un entorn vinícola únic. Una proposta de Nadal per compartir i brindar amb caliu","","Slow Turisme","https://www.barcelonaesmoltmes.cat/-/wine-bar-de-nadal-al-celler-fargas-fargas","619715632","","Celler Fargas-Fargas","casa Quico, 15,Sant Salvador de Guardiola","08253","Sant Salvador de Guardiola","41.7051720,1.7914943","https://www.slowturisme.com/","","08098","Sant Salvador de Guardiola","Sant Salvador de Guardiola","","sant_salvador_de_guardiola","sant_salvador_de_guardiola","41.6797988,1.7671087","7","Bages","8","Barcelona","Carrer de Dalt, 19, 08253 Sant Salvador de Guardiola","Carrer de Dalt, 19","08253","41.6779777,1.7663413","938358025","938358236","st.salvador@diba.cat","https://www.santsalvadordeguardiola.cat","P0809700H","https://media.diba.cat/diba/municipis/img/escuts/ec08098.png","https://media.diba.cat/diba/municipis/img/banderes/bn08098.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08098.jpg","080983","Sant_Salvador_de_Guardiola","3476","37.15","374","12;0","Bages;Nadal;Gastronomia i enoturisme;Sant Salvador de Guardiola;Enoturisme","bages;nadal;gastronomia_i_enoturisme;sant_salvador_de_guardiola;enoturisme","","Activitat pagament","","","","","","","El celler Fargas Fargas (DO Pla de Bages) celebra Nadal amb una proposta acollidora i saborosa: escudella tradicional de Cal Fusteret, postres dolces, vins de proximitat i música en directe. Una experiència gastronòmica, musical i enoturística en plena vinya, ideal per desconnectar del soroll i tornar a connectar amb el territori i el ritme slow. Una manera diferent i deliciosa de començar a viure Nadal al Bages.","7","","","","","","","","","2025-10-02 05:57:02"
"688f26b5c763922b3f7ae0e9","agendaturisme435893736","Sitgestiu 2025. Maridatge de música i vins","2025-08-31 00:00:00","2025-08-31 23:59:59","Un viatge musical de la paraula a l’ànima, amb maridatge de vins a la fresca.","","Consorci del Patrimoni de Sitges","https://www.barcelonaesmoltmes.cat/-/sitgestiu-2025.-maridatge-de-m%C3%BAsica-i-vins","","","Racó de la Calma","Sitges","08870","Sitges","41.2348700,1.8124710","https://www.museusdesitges.cat/ca/sitgestiu-2025/maridatge-de-musica-i-vins-la-fresca-amb-el-cor-scherzo","","08270","Sitges","Sitges","","sitges","sitges","41.2366707,1.8228136","17","Garraf","8","Barcelona","Pl. Ajuntament, s/n, 08870 Sitges","Pl. Ajuntament, s/n","08870","41.2352175,1.8117386","938117600","938948803","ajuntament@sitges.cat","https://www.sitges.cat","P0827000A","https://media.diba.cat/diba/municipis/img/escuts/ec08270.png","https://media.diba.cat/diba/municipis/img/banderes/bn08270.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08270.jpg","082704","Sitges","32405","43.85","10","12;0","Garraf;Festes d\'estiu;Cultura i tradicions;Sitges;Espectacle;Costa Barcelona","garraf;festes_destiu;cultura_i_tradicions;sitges;espectacle;costa_barcelona","","Activitat pagament","","","","","","","\<p\>El Cor Femení Scherzo, dirigit per Esteve Nabona, presenta un concert d’estiu que connecta paraula i emoció amb música de Holst, Guinovart i Sarah Quartel. Un recorregut sonor entre espiritualitat, paisatge i sensibilitat contemporània, interpretat per una formació coral de referència.\<br\> \<br\> Per completar l’experiència, el concert inclou una degustació de vins a la fresca, en col·laboració amb cellers del territori. Una vetllada per als sentits, en un entorn privilegiat.\</p\>","17","","","","","","","","","2025-08-31 21:32:01"
"688f26b5c763922b3f7ae0ea","agendaturisme435893555","Sitgestiu 2025. Passeig d\'aromes maridat","2025-08-29 00:00:00","2025-08-29 23:59:59","Una experiència sensorial que uneix aromes, vins i patrimoni al cor de Maricel.","","Consorci del Patrimoni de Sitges","https://www.barcelonaesmoltmes.cat/-/sitgestiu-2025.-passeig-d-aromes-maridat-1","","","Palau de Maricel","Sitges","08870","Sitges","41.2348700,1.8124710","https://www.museusdesitges.cat/ca/sitgestiu-2025/passeig-daromes-maridat-amb-vins-i-cava","","08270","Sitges","Sitges","","sitges","sitges","41.2366707,1.8228136","17","Garraf","8","Barcelona","Pl. Ajuntament, s/n, 08870 Sitges","Pl. Ajuntament, s/n","08870","41.2352175,1.8117386","938117600","938948803","ajuntament@sitges.cat","https://www.sitges.cat","P0827000A","https://media.diba.cat/diba/municipis/img/escuts/ec08270.png","https://media.diba.cat/diba/municipis/img/banderes/bn08270.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08270.jpg","082704","Sitges","32405","43.85","10","12;0","Garraf;Festes d\'estiu;Cultura i tradicions;Sitges;Espectacle;Costa Barcelona","garraf;festes_destiu;cultura_i_tradicions;sitges;espectacle;costa_barcelona","","Activitat pagament","","","","","","","Gaudeix d’un recorregut olfactiu pel Palau de Maricel, guiat per la perfumista Irene Gisbert i maridat amb vins i cava del celler Sumarroca, a càrrec de la sommelier Mercè Sumarroca. Un viatge sensorial que combina història, essències i tast en un entorn únic.","17","","","","","","","","","2025-08-29 20:37:01"
"688f26b5c763922b3f7ae0eb","agendaturisme435891437","Portes Obertes Palau de Maricel","2025-08-26 00:00:00","2025-08-26 23:59:59","Un recorregut pels espais més emblemàtics d’aquest edifici noucentista amb vistes espectaculars al Mediterrani.","","Consorci del Patrimoni de Sitges","https://www.barcelonaesmoltmes.cat/-/portes-obertes-palau-de-maricel","","","Palau de Maricel","Sitges","08870","Sitges","41.2348700,1.8124710","https://www.museusdesitges.cat/ca/sitgestiu-2025/visites-guiades-al-palau-de-maricel-14","","08270","Sitges","Sitges","","sitges","sitges","41.2366707,1.8228136","17","Garraf","8","Barcelona","Pl. Ajuntament, s/n, 08870 Sitges","Pl. Ajuntament, s/n","08870","41.2352175,1.8117386","938117600","938948803","ajuntament@sitges.cat","https://www.sitges.cat","P0827000A","https://media.diba.cat/diba/municipis/img/escuts/ec08270.png","https://media.diba.cat/diba/municipis/img/banderes/bn08270.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08270.jpg","082704","Sitges","32405","43.85","10","12;0","Garraf;Festes d\'estiu;Cultura i tradicions;Sitges;Visites guiades;Costa Barcelona","garraf;festes_destiu;cultura_i_tradicions;sitges;visites_guiades;costa_barcelona","","Activitat gratuïta","","","","","","","El Palau de Maricel és un dels edificis més emblemàtics de Sitges. Integrat en el conjunt artístic i monumental de Maricel, també és conegut com Maricel de Terra, per diferenciar-lo del Museu, denominat també com Maricel de Mar. El Saló d’Or, el Saló Blau, la Sala Capella, la Sala Vaixells, les terrasses o el claustre –des d’on hi ha una esplèndida panoràmica del Mediterrani– són els principals espais que estructuren el Palau. D’estil marcadament noucentista, les diferents sales es distingeixen per una decoració singular, que accentuen el seu caràcter.","17","","","","","","","","","2025-08-26 19:47:02"
"688f26b5c763922b3f7ae0ec","agendaturisme435891291","Portes obertes Museus Cau Ferrat i Maricel","2025-08-26 00:00:00","2025-08-26 23:59:59","Descobreix la col·lecció artística dels Museus de Sitges de manera gratuïta!","","Consorci del Patrimoni de Sitges","https://www.barcelonaesmoltmes.cat/-/portes-obertes-museus-cau-ferrat-i-maricel-1","","","Museus de Sitges","Sitges","08870","Sitges","41.2348700,1.8124710","https://www.museusdesitges.cat/ca/activitats/jornada-de-portes-obertes-al-museu-del-cau-ferrat-i-al-museu-de-maricel-2","","08270","Sitges","Sitges","","sitges","sitges","41.2366707,1.8228136","17","Garraf","8","Barcelona","Pl. Ajuntament, s/n, 08870 Sitges","Pl. Ajuntament, s/n","08870","41.2352175,1.8117386","938117600","938948803","ajuntament@sitges.cat","https://www.sitges.cat","P0827000A","https://media.diba.cat/diba/municipis/img/escuts/ec08270.png","https://media.diba.cat/diba/municipis/img/banderes/bn08270.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08270.jpg","082704","Sitges","32405","43.85","10","12;0","Garraf;Festes d\'estiu;Cultura i tradicions;Sitges;Museus i monuments;Costa Barcelona","garraf;festes_destiu;cultura_i_tradicions;sitges;museus_i_monuments;costa_barcelona","","Activitat gratuïta","","","","","","","Endinsa’t en l’univers artístic de Santiago Rusiñol al Museu del Cau Ferrat i en la riquesa patrimonial del Museu de Maricel, dos espais emblemàtics de Sitges, on el modernisme i el noucentisme dialoguen a través de col·leccions úniques, arquitectura singular i vistes excepcionals al mar.","17","","","","","","","","","2025-08-26 19:47:02"
"688f26b5c763922b3f7ae0ed","agendaturisme435891202","Sitgestiu 2025. Jazz de Festa Major","2025-08-20 00:00:00","2025-08-20 23:59:59","Ideal per als qui estimen la festa i la música amb personalitat!","","Consorci del Patrimoni de Sitges","https://www.barcelonaesmoltmes.cat/-/sitgestiu-2025.-jazz-de-festa-major","","","Racó de la Calma","Sitges","08870","Sitges","41.2348700,1.8124710","https://www.museusdesitges.cat/ca/sitgestiu-2025/jazz-de-festa-major","","08270","Sitges","Sitges","","sitges","sitges","41.2366707,1.8228136","17","Garraf","8","Barcelona","Pl. Ajuntament, s/n, 08870 Sitges","Pl. Ajuntament, s/n","08870","41.2352175,1.8117386","938117600","938948803","ajuntament@sitges.cat","https://www.sitges.cat","P0827000A","https://media.diba.cat/diba/municipis/img/escuts/ec08270.png","https://media.diba.cat/diba/municipis/img/banderes/bn08270.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08270.jpg","082704","Sitges","32405","43.85","10","12;0","Garraf;Festes d\'estiu;Cultura i tradicions;Sitges;Concert;Costa Barcelona","garraf;festes_destiu;cultura_i_tradicions;sitges;concert;costa_barcelona","","Activitat pagament","","","","","","","Format per tres músics sitgetans, Òscar Ferret al piano, Joan Pinós al contrabaix i Josep \'Pinyu\' Martí a la bateria, el grup Retrio reinterpreta les melodies populars de la Festa Major amb estils com el swing, el dixieland, el funk i la bossa nova. Un concert fresc i emocionant que dona nova vida al patrimoni sonor de Sitges des del respecte i la creativitat.","17","","","","","","","","","2025-08-20 22:37:02"
"688f26b5c763922b3f7ae0ee","agendaturisme435888144","Visita guiada Palau de Maricel","2025-08-12 00:00:00","2025-08-27 23:59:59","Amb aquesta visita podràs descobrir un dels espais més emblemàtics d’aquest edifici noucentista amb vistes espectaculars al Mediterrani.","","Consorci del Patrimoni de Sitges","https://www.barcelonaesmoltmes.cat/-/visita-guiada-palau-de-maricel-1","","","Palau de Maricel","Sitges","08870","Sitges","41.2348700,1.8124710","https://www.museusdesitges.cat/ca/sitgestiu-2025/visites-guiades-al-palau-de-maricel-10","","08270","Sitges","Sitges","","sitges","sitges","41.2366707,1.8228136","17","Garraf","8","Barcelona","Pl. Ajuntament, s/n, 08870 Sitges","Pl. Ajuntament, s/n","08870","41.2352175,1.8117386","938117600","938948803","ajuntament@sitges.cat","https://www.sitges.cat","P0827000A","https://media.diba.cat/diba/municipis/img/escuts/ec08270.png","https://media.diba.cat/diba/municipis/img/banderes/bn08270.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08270.jpg","082704","Sitges","32405","43.85","10","12;0","Garraf;Festes d\'estiu;Cultura i tradicions;Sitges;Visites guiades;Costa Barcelona","garraf;festes_destiu;cultura_i_tradicions;sitges;visites_guiades;costa_barcelona","","Activitat pagament","","","","","","","\<p\>El Palau de Maricel és un dels edificis més emblemàtics de Sitges. Integrat en el conjunt artístic i monumental de Maricel, també és conegut com Maricel de Terra, per diferenciar-lo del Museu, denominat també com Maricel de Mar. El Saló d’Or, el Saló Blau, la Sala Capella, la Sala Vaixells, les terrasses o el claustre –des d’on hi ha una esplèndida panoràmica del Mediterrani– són els principals espais que estructuren el Palau. D’estil marcadament noucentista, les diferents sales es distingeixen per una decoració singular, que accentuen el seu caràcter.\</p\> \<p\>Dies: 12, 13, 19, 20 i 27 d\'agost.\</p\>","17","","","","","","","","","2025-08-12 23:57:02"
"688f26b5c763922b3f7ae0ef","agendaturisme435890150","Sitgestiu 2025. Visita Sitgetana","2025-08-17 00:00:00","2025-08-17 23:59:59","Redescobreix Sitges a través dels ulls de Rusiñol, entre art, llum i emoció.","","Consorci del Patrimoni de Sitges","https://www.barcelonaesmoltmes.cat/-/sitgestiu-2025.-visita-sitgetana","","","Museus de Sitges","Sitges","08870","Sitges","41.2348700,1.8124710","https://www.museusdesitges.cat/ca/sitgestiu-2025/visita-sitgetana","","08270","Sitges","Sitges","","sitges","sitges","41.2366707,1.8228136","17","Garraf","8","Barcelona","Pl. Ajuntament, s/n, 08870 Sitges","Pl. Ajuntament, s/n","08870","41.2352175,1.8117386","938117600","938948803","ajuntament@sitges.cat","https://www.sitges.cat","P0827000A","https://media.diba.cat/diba/municipis/img/escuts/ec08270.png","https://media.diba.cat/diba/municipis/img/banderes/bn08270.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08270.jpg","082704","Sitges","32405","43.85","10","12;0","Garraf;Festes d\'estiu;Cultura i tradicions;Sitges;Visites guiades;Costa Barcelona","garraf;festes_destiu;cultura_i_tradicions;sitges;visites_guiades;costa_barcelona","","Activitat pagament","","","","","","","Un recorregut especial que ens endinsa en la petjada de Santiago Rusiñol a Sitges, el seu llegat artístic i vital, i la transformació cultural que va viure la vila gràcies a la seva arribada el 1891. Des del Cau Ferrat fins al Museu de Maricel, passant pels espais i personatges que van marcar la vida artística local, aquesta visita ofereix una mirada emocionant i profunda a la relació entre Rusiñol i Sitges. Una experiència per entendre com l’artista va convertir Sitges en una capital del modernisme, i com la vila li va oferir la llum i la inspiració que perduren a la seva obra.","17","","","","","","","","","2025-08-17 14:27:01"
"688f26b5c763922b3f7ae0f0","agendaturisme435889973","Sitgestiu 2025. Curts fantàstics a la fresca","2025-08-16 00:00:00","2025-08-16 23:59:59","Els millors curts de cinema fantàstic brillen sota les estrelles al Racó de la Calma!","","Consorci del Patrimoni de Sitges","https://www.barcelonaesmoltmes.cat/-/sitgestiu-2025.-curts-fant%C3%A0stics-a-la-fresca","","","Racó de la Calma","Sitges","08870","Sitges","41.2348700,1.8124710","https://www.museusdesitges.cat/ca/sitgestiu-2025/curts-fantastics-la-fresca","","08270","Sitges","Sitges","","sitges","sitges","41.2366707,1.8228136","17","Garraf","8","Barcelona","Pl. Ajuntament, s/n, 08870 Sitges","Pl. Ajuntament, s/n","08870","41.2352175,1.8117386","938117600","938948803","ajuntament@sitges.cat","https://www.sitges.cat","P0827000A","https://media.diba.cat/diba/municipis/img/escuts/ec08270.png","https://media.diba.cat/diba/municipis/img/banderes/bn08270.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08270.jpg","082704","Sitges","32405","43.85","10","12;0","Garraf;Festes d\'estiu;Cultura i tradicions;Sitges;Espectacle;Costa Barcelona","garraf;festes_destiu;cultura_i_tradicions;sitges;espectacle;costa_barcelona","","Activitat pagament","","","","","","","Projecció dels millors curtmetratges de gènere fantàstic a l’aire lliure, en col·laboració amb el Sitges-Festival Internacional de Cinema Fantàstic de Catalunya. Una nit per a cinèfils amb el Racó de la Calma convertit en una sala de cinema a l’aire lliure. Una vetllada imprescindible per als amants del gènere.","17","","","","","","","","","2025-08-16 13:27:02"
