PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
11688;"Centro Municipal de Mayores Casa del Reloj";"";"De lunes a s�bados, de 9:30 a 20 horas. Domingos y festivos, de 10 a 14 horas y de 16 a 20 horas.";"Se ofrecen servicios de animaci�n sociocultural, podolog�a, peluquer�a, prensa, comedor y cafeter�a, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, art�sticas, tecnol�gicas o inform�ticas, deportivas, preventivas y de autocuidado. Zona wifi";"Metro: Legazpi (l�neas 3, 6)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a6e66051361c010VgnVCM1000000b205a0aRCRD";"CHOPERA";"PASEO";"V";"10";"";"";"";"";"MADRID";"MADRID";"28045";"3";"CHOPERA";"2";"ARGANZUELA";"440676";"4471620";"40.39307289237465";"-3.699005654074825";"914 801 306 / 915 886 208";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11698;"Centro Municipal de Mayores Ciudad de M�jico";"";"Lunes a viernes, de 9 a 20:30 horas Fines de semana y festivos, de 10 a 13:45 horas y de 16 a 19:45 horas";"Animaci�n sociocultural a traves de programas socioculturales, ocupacionales y formativos (actividades f�sicas, culturales, art�sticas, tecn�logicas, excursiones, visitas culturales, recreativas y de ocio);  talleres, actividades preventivas y de autocuidado; podolog�a; peluquer�a; comedor y cafeter�a; biblioteca, sala de lectura y prensa diaria.  Zona wifi.";"Renfe: Las �guilas, Maestra Justa Freire Polideportivo Aluche (C5)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=830f66051361c010VgnVCM1000000b205a0aRCRD";"RAFAEL FINAT";"CALLE";"V";"47";"";"";"";"";"MADRID";"MADRID";"28044";"7";"LAS AGUILAS";"10";"LATINA";"434711";"4470191";"40.3797526501985";"-3.769134238811594";"917 062 295";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
122364;"Centro Municipal de Mayores Ciudad Pegaso";"";"Lunes a domingo, de 9 a 20:30 horas. Horario junta directiva, martes y jueves, de 10:30 a 11:30 horas.";"Se ofrecen servicios de animaci�n sociocultural, podolog�a, peluquer�a, prensa, biblioteca, wifi, y se desarrollan talleres y actividades socioculturales, de expresi�n corporal, formativas, culturales,  art�sticas y recreativas.";"Consulta los siguientes enlaces";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d1e8899fc81c010VgnVCM1000000b205a0aRCRD";"QUINTA";"AVENIDA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28022";"6";"REJAS";"20";"SAN BLAS-CANILLEJAS";"449432";"4477593";"40.44745966235626";"-3.5963180141424904";"917 462 884";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11719;"Centro Municipal de Mayores Daroca";"El Centro Municipal de Mayores Daroca consta de dos edificios, popularmente diferenciados Edificio Antiguo y Edificio Nuevo. Reparti�ndose entre ellos las diferentes instalaciones y talleres del centro.";"Lunes a viernes: de 9:30 a 21 horas S�bados, domingos y festivos: de 9:30 a 20 horas";"Se ofrecen servicios de animaci�n sociocultural y terapia ocupacional, podolog�a, peluquer�a, prensa, comedor y cafeter�a, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, art�sticas, tecnol�gicas o inform�ticas, deportivas y preventivas y de autocuidado.";"Bus: 130, 100, E3, E5, 4, 106  Metro: Vic�lvaro (l�nea 9)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=37a366051361c010VgnVCM1000000b205a0aRCRD";"DAROCA";"AVENIDA";"V";"342";"";"";"";"";"MADRID";"MADRID";"28032";"1";"CASCO H.VICALVARO";"19";"VICALVARO";"448299";"4472725";"40.40353724651489";"-3.609279700858636";"917 753 240 (edificio antiguo)/ 917 602 497 (edificio nuevo)";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11696;"Centro Municipal de Mayores Dehesa de la Villa";"";"De lunes a domingo, de 9 a 20:45 horas.";"Se ofrecen servicios de podolog�a, peluquer�a, comedor y cafeter�a, prensa, wifi, servicio de fisioterapia preventiva, servicio de animaci�n sociocultural con el desarrollo de talleres en las siguientes �reas: f�sicas, culturales, art�sticas, pl�sticas,  emocionales y de desarrollo de nuevas tecnolog�as e inform�tica. Adem�s, actividades culturales y programaci�n mensual de inter�s para los usuarios del centro y se desarrolla tambi�n el programa de terapia ocupacional con talleres de estimulaci�n cognitiva, gerontogimnasia y manualidades.";"Metro: Valdezarza, Antonio Machado (l�nea 7)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1,5";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d92f66051361c010VgnVCM1000000b205a0aRCRD";"ANTONIO MACHADO";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28035";"4";"VALDEZARZA";"9";"MONCLOA-ARAVACA";"439004";"4479853";"40.46712304625271";"-3.719495422191219";"913 769 192";"";"cmmdehesavilla@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
6166665;"Centro Municipal de Mayores Dos Amigos";"";"Lunes a viernes: de 9 a 20 horas.  Fines de semana y festivos: de 11 a 20 horas.  Se cierra el 24, 25 y 31 de diciembre y el 1 y 6 de enero.";"Se ofrecen servicios de animaci�n sociocultural, podolog�a, peluquer�a, prensa, comedor y cafeter�a, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, art�sticas, tecnol�gicas o inform�ticas, deportivas y preventivas y de autocuidado.";"Bus: 001, 1, 2, 25, 39, 44, 74, 133, 138, C1, C2  Metro: Plaza de Espa�a (l�neas 3 y 10)  Bicimad: calle Princesa, 5";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=04941bc268e32310VgnVCM1000000b205a0aRCRD";"DOS AMIGOS";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28015";"5";"UNIVERSIDAD";"1";"CENTRO";"439749";"4475137";"40.42469203354866";"-3.7102597228071383";"915 426 692";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
5912581;"Centro Municipal de Mayores Eduardo Minguito";"";"Lunes a domingos y festivos, de 9 a 21 horas. Cerrado el 25 de diciembre y 1 de enero.";"Se ofrecen servicios de dinamizaci�n y servicio de prevenci�n de la dependencia con actividades de terapia ocupacional y f�sico deportivas, podolog�a, biblioteca, cafeter�a y comedor, aula de inform�tica y talleres de nuevas tecnolog�as, actividades l�dicas, intergeneracionales, art�sticas, manuales y culturales, juegos de mesa, excursiones y viajes. Zona wifi.";"Metro: Villaverde Bajo Cruce";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=603ff860f205d210VgnVCM2000000c205a0aRCRD";"LEONOR GONGORA";"CALLE";"V";"62";"";"";"";"";"MADRID";"MADRID";"28021";"4";"LOS ROSALES";"17";"VILLAVERDE";"441690";"4466671";"40.348560278277986";"-3.6866006552956883";"917 109 814";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
4997526;"Centro Municipal de Mayores El Almendro";"";"Lunes a viernes: de 9:30 a 21 horas Fines de semana y festivos: de 9:30 a 20 horas";"Se ofrecen servicios de animaci�n sociocultural, podolog�a, peluquer�a, prensa, comedor y cafeter�a, biblioteca, wifi, y se desarrollan talleres y actividades culturales y manuales, art�sticas, tecnol�gicas o inform�ticas, deportivas y preventivas y de autocuidado.";"Metro: Valdebernardo (l�nea 9)  Bus: 8, 71, 130, N8, E4, 100";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4c02f0875e9c110VgnVCM1000000b205a0aRCRD";"LADERA DE LOS ALMENDROS";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28032";"2";"VALDEBERNARDO";"19";"VICALVARO";"447107";"4472693";"40.403170851320425";"-3.6233246078850967";"913 016 722";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11756;"Centro Municipal de Mayores El Pozo";"";"Lunes a viernes, de 9 a 21 horas. Fines de semana y festivos, de 10 a 20 horas. El. horario de verano difiere por estar ubicado en un centro cultural.";"Programas socioculturales, ocupacionales o formativos, con el objetivo de favorecer el envejecimiento activo, la calidad de vida, la relaci�n y la convivencia, a trav�s de distintas y variadas actividades o talleres gratuitos. Se planifican con la participaci�n de las Juntas Directivas y se dinamizan por el servicio de animaci�n sociocultural, del que disponen todos los Centros. Actividades de programaci�n continua: manuales, culturales, art�sticas, de mantenimiento f�sico, recreativas o de educaci�n digital b�sica. Actividades puntuales o espor�dicas: conferencias, carnavales, excursiones, visitas culturales o viajes, etc.  Servicio de cafeter�a, cuyo objetivo es favorecer las relaciones personales.  Espacios de nuevas tecnolog�as (disponibilidad de aulas inform�ticas) que tienen como objetivo favorecer la formaci�n inform�tica. Son gratuitos.  Servicios Sala de lectura, con el objetivo de favorecer el acceso a la informaci�n y servir de apoyo a la lectura. Es un espacio de acceso abierto y de car�cter gratuita. Prensa diaria, en formato digital o en formato papel.  Otros servicios, que tienen como objetivo favorecer el envejecimiento activo y el bienestar, con precios asequibles: peluquer�a.";"Consulta los siguientes enlaces";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=205f66051361c010VgnVCM1000000b205a0aRCRD";"GLORIETAS";"AVENIDA";"V";"19";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"443976";"4469457";"40.37381624358889";"-3.6599325731670977";"917 866 374";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11709;"Centro Municipal de Mayores Entrev�as";"";"Lunes a viernes, de 9 a 21 horas. Fines de semana y festivos, de 10 a 20 horas.";"Programas socioculturales, ocupacionales o formativos, con el objetivo de favorecer el envejecimiento activo, la calidad de vida, la relaci�n y la convivencia, a trav�s de distintas y variadas actividades o talleres gratuitos. Se planifican con la participaci�n de las Juntas Directivas y se dinamizan por el servicio de animaci�n sociocultural, del que disponen todos los Centros. Actividades de programaci�n continua: manuales, culturales, art�sticas, de mantenimiento f�sico, recreativas o de educaci�n digital b�sica. Actividades puntuales o espor�dicas: conferencias, carnavales, excursiones, visitas culturales o viajes, etc.  Servicios de comedor/cafeter�a, cuyo objetivo es favorecer las relaciones personales y una alimentaci�n equilibrada, ofreciendo men�s variados a precios asequibles.  Espacios de nuevas tecnolog�as (disponibilidad de aulas inform�ticas) que tienen como objetivo favorecer la formaci�n inform�tica. Son gratuitos.  Servicios Sala de lectura, con el objetivo de favorecer el acceso a la informaci�n y servir de apoyo a la lectura. Es un espacio de acceso abierto y de car�cter gratuita. Prensa diaria, en formato digital o en formato papel. Podolog�a, previa cita.";"Consulta los siguiente enlace";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=767f66051361c010VgnVCM1000000b205a0aRCRD";"YUSTE";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"443185";"4469752";"40.376423120136536";"-3.6692759400026755";"915 079 270";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
87027;"Centro Municipal de Mayores Infante Don Juan";"";"De lunes a domingo, de 9 a 20:45 horas.";"Se ofrecen servicios de podolog�a, peluquer�a, comedor y cafeter�a, prensa, wifi, servicio de fisioterapia preventiva, servicio de animaci�n sociocultural con el desarrollo de talleres en las siguientes �reas: f�sicas, culturales, art�sticas, pl�sticas,  emocionales y de desarrollo de nuevas tecnolog�as e inform�tica. Adem�s de actividades culturales y programaci�n mensual de inter�s para los usuarios del centro, se desarrolla tambi�n el programa de terapia ocupacional con talleres de estimulaci�n cognitiva, gerontogimnasia y manualidades.";"Metro: Moncloa (l�neas 3 y 6)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1,5";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=939fdef5ab41c010VgnVCM2000000c205a0aRCRD";"MORET";"PASEO";"V";"3";"";"";"";"C";"MADRID";"MADRID";"28008";"2";"ARGUELLES";"9";"MONCLOA-ARAVACA";"438663";"4476094";"40.433231729637";"-3.723156624820124";"915 133 103";"";"cmminfantedonjuan@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
122352;"Centro Municipal de Mayores Islas Filipinas";"";"Lunes a domingo, de 9 a 21 horas. Cerrado 25 diciembre y 1 enero.";"Se ofrecen servicios de Animaci�n Sociocultural, Podolog�a, Peluquer�a, Prensa, zona Wifi, Comedor y Cafeter�a, Biblioteca y Voluntariado. Adem�s, se desarrollan talleres y actividades culturales, manuales, art�sticas, tecnol�gicas, deportivas y preventivas de autocuidado.";"Bus: 110, 113, 210";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d34e8899fc81c010VgnVCM1000000b205a0aRCRD";"NUESTRA SE&amp;Ntilde;ORA DEL VILLAR";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28017";"1";"VENTAS";"15";"CIUDAD LINEAL";"444705";"4474959";"40.42343352863466";"-3.6518288644365704";"914 057 222";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11741;"Centro Municipal de Mayores La Guindalera";"";"De lunes a viernes, de 9 a 21 horas (invierno) y de 9 a 20 horas (verano). Fines de semana y festivos de 10 a 14 horas y de 16 a 21 horas. Cerrado los d�as 24, 25 y 31 de diciembre y 1 y 6 de enero, as� como Jueves y Viernes Santo.";"Servicio de animaci�n sociocultural, prensa, comedor y cafeter�a, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, art�sticas, tecnol�gicas o inform�ticas, deportivas y preventivas y de autocuidado.";"Metro: Diego de Le�n (l�neas 4, 5, 6)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=373b79262ef5d010VgnVCM1000000b205a0aRCRD";"PILAR DE ZARAGOZA";"CALLE";"V";"28";"";"";"";"con vuelta a calle Mart�nez Izquierdo";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443239";"4476095";"40.43356736283948";"-3.66920246564141";"917 130 701";"";"mayoressalamanca@jcmadrid.com";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11742;"Centro Municipal de Mayores La Vaguada";"";"Lunes a viernes: de 9 a 21 horas  Fines de semana y festivos: de 9:30 a 20:30 horas";"Se ofrecen servicios de animaci�n sociocultural, podolog�a, peluquer�a, prensa, comedor y cafeter�a, fisioterapia preventiva, y se desarrollan talleres y actividades socioculturales, art�sticas y recreativas.";"Metro: Barrio del Pilar";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a28066051361c010VgnVCM1000000b205a0aRCRD";"MONFORTE DE LEMOS";"AVENIDA";"V";"38";"";"";"";"";"MADRID";"MADRID";"28029";"4";"EL PILAR";"8";"FUENCARRAL-EL PARDO";"439894";"4481167";"40.47901843755158";"-3.7091212669177596";"915 885 184";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
133983;"Centro Municipal de Mayores Le�eros";"";"Lunes a domingo, de 9 a 21 horas";"Se ofrecen servicios de animaci�n sociocultural, podolog�a, peluquer�a, prensa, comedor y cafeter�a, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, art�sticas, nuevas tecnolog�as (inform�tica, Internet y manejo de m�viles), deportivas y preventivas y de autocuidado. Programa de voluntariado. Se�al�tica con sistema braille.";"Metro: Francos Rodr�guez (l�nea 7)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85e515a11a81c010VgnVCM1000000b205a0aRCRD";"LE�EROS";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28039";"1";"BELLAS VISTAS";"6";"TETUAN";"439857";"4478389";"40.453994535629725";"-3.7092929507527352";"913 119 228";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
108513;"Centro Municipal de Mayores Lucero";"";"Lunes a viernes, de 9 a 20:30 horas Fines de semana y festivos, de 10 a 13:45 horas y de 16 a 19:45 horas";"Animaci�n sociocultural a traves de programas socioculturales, ocupacionales y formativos (actividades f�sicas, culturales, art�sticas, tecn�logicas, excursiones, visitas culturales, recreativas y de ocio); talleres, actividades preventivas y de autocuidado; podolog�a; peluquer�a; Ccmedor y cafeter�a; biblioteca, sala de lectura y prensa diaria.  Zona wifi.";"Metro: Lucero (l�nea 6)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db0615a11a81c010VgnVCM1000000b205a0aRCRD";"CASTROSERNA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28047";"3";"LUCERO";"10";"LATINA";"436429";"4472619";"40.40175670692294";"-3.749146943988855";"915 267 870";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
20241;"Centro Municipal de Mayores Luis Vives";"";"Lunes a domingo, de 9 a 21 horas. Cerrado 25 diciembre y 1 enero.";"Se ofrecen servicios de animaci�n sociocultural, peluquer�a, prensa, zona Wifi, voluntariado y se desarrollan talleres y actividades culturales, manuales, art�sticas, tecnol�gicas, deportivas y preventivas de autocuidado.";"Metro: Garc�a Noblejas (l�nea 7)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3132e35bba51c010VgnVCM2000000c205a0aRCRD";"HERMANOS GARCIA NOBLEJAS";"CALLE";"V";"160";"";"";"";"";"MADRID";"MADRID";"28037";"2";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"446677";"4475004";"40.42396009441367";"-3.6285825877315347";"914 402 370";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
122369;"Centro Municipal de Mayores Maestro Alonso";"";"De lunes a viernes, 9 a 21 horas.  Cerrado s�bados y festivos.";"Servicio de animaci�n sociocultural y prensa, y se desarrollan talleres y actividades culturales y manuales, art�sticas, tecnol�gicas o inform�ticas, deportivas y preventivas y de autocuidado.";"Metro: Ventas (l�neas 2, 5)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd5b79262ef5d010VgnVCM1000000b205a0aRCRD";"MAESTRO ALONSO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28028";"3";"FUENTE DEL BERRO";"4";"SALAMANCA";"443605";"4475629";"40.4293927571053";"-3.664846244443566";"913 560 807";"";"mayoressalamanca@jcmadrid.com";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
11758;"Centro Municipal de Mayores Mar�a Zambrano";"";"Lunes a domingos y festivos, de 9 a 21 horas. Cerrado el 25 de diciembre y 1 de enero.";"Se ofrecen servicios de dinamizaci�n y servicio de prevenci�n de la dependencia con actividades de terapia ocupacional y f�sico deportivas, podolog�a, biblioteca, cafeter�a y comedor, aula de inform�tica y talleres de nuevas tecnolog�as, actividades l�dicas, intergeneracionales, art�sticas, manuales y culturales, juegos de mesa, excursiones y viajes. Zona wifi.";"Consulta los siguientes enlaces";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adabae7cb2e4f010VgnVCM1000000b205a0aRCRD";"PINAZO";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28021";"2";"SAN CRISTOBAL";"17";"VILLAVERDE";"441317";"4466094";"40.3433403501017";"-3.6909464406045163";"917 100 411";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
12678394;"Centro Municipal de Mayores Mirasierra";"";"Lunes a viernes: de 9 a 21 horas  Fines de semana y festivos: de 9:30 a 20:30 horas";"Se ofrecen servicios de animaci�n sociocultural, podolog�a (pr�xima apertura), peluquer�a (pr�xima apertura) y fisioterapia preventiva (pr�xima apertura), prensa, comedor y cafeter�a, y se desarrollan talleres y actividades socioculturales, art�sticas y recreativas.";"Metro: Paco de Luc�a (l�nea 9)";"Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la informaci�n relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participaci�n y la integraci�n social.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2afca11cf75d4910VgnVCM2000001f4a900aRCRD";"PE&amp;Ntilde;A VIEJA";"CALLE";"V";"4";"";"";"";"esquina a calle Marbella";"MADRID";"MADRID";"28034";"7";"MIRASIERRA";"8";"FUENCARRAL-EL PARDO";"440138";"4482888";"40.494538639532976";"-3.7064043572518033";"919 246 694";"";"";"/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosMayores"
